gene	length
BAT1_ORYSJ	457
BAZ1A_MOUSE	1308
BAZ1B_DANRE	422
BAZ1B_XENLA	669
BAZ2A_XENLA	1294
BB_ARATH	872
BBD_ORYMI	640
BBD1_ORYSI	515
BBD2_ORYSJ	811
BBP_DICDI	438
BBP_NEUCR	824
BBR_ARATH	764
BBR_HORVU	415
BBRB_ORYSJ	617
BBRD_ORYSJ	600
BBX18_ARATH	1309
BBX19_ARATH	958
BBX22_ARATH	568
BBX24_ARATH	631
BBX25_ARATH	336
BBX32_ARATH	518
BC2_ORYSJ	451
BCA5_ARATH	1048
BCAL1_ARATH	786
BCAL2_ARATH	811
BCAT3_ARATH	578
BCAT5_ARATH	967
BCCIP_ARATH	588
BCH_GENLU	1215
BCHA1_ARATH	636
BCHA2_ARATH	928
BCHB_ARATH	545
BCHC1_ARATH	306
BCHC2_ARATH	487
BCP_PEA	563
BD31A_ORYSJ	472
BD31B_ORYSJ	646
BDF2_YEAST	1114
BEBT_CLABR	928
BEBT_TOBAC	708
BECN1_ARATH	802
BEL1_ARATH	881
BEM46_SCHPO	1116
BEN1_ARATH	1145
BET11_ARATH	742
BETL1_ARATH	428
BFR2_YARLI	761
BGA15_ORYSJ	483
BGAL_ECOK1	1018
BGAL_PSYIN	699
BGAL_SHIDS	304
BGAL_THEMA	310
BGAL_VIBC3	2474
BGAL2_ENTCL	477
BGAL2_ORYSJ	1352
BGAL7_ORYSJ	440
BGAL8_ORYSJ	452
BGH3B_BACO1	724
BGL03_ORYSJ	524
BGL04_ORYSJ	817
BGL05_ORYSJ	1142
BGL07_ORYSJ	434
BGL13_ORYSJ	349
BGL14_ORYSJ	1120
BGL15_ORYSJ	506
BGL16_ORYSJ	1474
BGL18_ORYSJ	502
BGL19_ORYSJ	369
BGL20_ORYSJ	1007
BGL21_ORYSJ	511
BGL22_ORYSJ	489
BGL23_ORYSJ	388
BGL26_ORYSJ	307
BGL31_ORYSJ	920
BGL32_ORYSJ	600
BGL33_ORYSJ	751
BGLX_SALTY	685
BH013_ARATH	694
BH035_ARATH	823
BH047_ARATH	1006
BH049_ARATH	1085
BH062_ARATH	979
BH066_ARATH	518
BH068_ARATH	1183
BH078_ARATH	379
BH082_ARATH	552
BH111_ARATH	483
BH112_ARATH	506
BH113_ARATH	662
BH114_ARATH	324
BH121_ARATH	794
BH123_ARATH	528
BH128_ARATH	1078
BH129_ARATH	566
BH130_ARATH	706
BH133_ARATH	575
BH137_ARATH	305
BH140_ARATH	355
BH148_ORYSJ	742
BI1_ORYSJ	1065
BI1L_ARATH	668
BIC1A_XENLA	310
BIG_ORYSJ	933
BIG1_ARATH	355
BIG2_ARATH	498
BIG3_ARATH	411
BIG5_ARATH	1276
BIK1_ARATH	758
BIM1_ARATH	319
BIM2_ARATH	698
BIN3D_ARATH	407
BIN4_ARATH	970
BIOB_ARATH	1032
BIODA_ORYSJ	303
BIOF_ARATH	1022
BIP1_TOBAC	641
BIP2_MAIZE	1547
BIP2C_ORYSI	836
BIP2C_ORYSJ	985
BIR2_ARATH	530
BIRC7_HUMAN	2150
BISS_ZINOF	1194
BKI1_ORYSJ	734
BL1S1_ARATH	446
BL1S2_ARATH	428
BLAT_KLEOX	621
BLAT_SALTI	2321
BLH1_ARATH	1293
BLH2_ARATH	389
BLH3_ARATH	447
BLH4_ARATH	2169
BLH6_ARATH	1438
BLH7_ARATH	735
BLH8_ARATH	1334
BLUS1_ARATH	598
BMS1_HUMAN	1116
BMS1_SCHPO	475
BMX_HUMAN	1884
BOB1_ARATH	692
BOLA1_ARATH	536
BOLA2_ARATH	549
BOLA4_ARATH	805
BON1_ARATH	575
BON2_ARATH	452
BON3_ARATH	477
BOP1_CHLRE	632
BOP1_DANRE	303
BOP1_DROSE	672
BOP1_XENTR	622
BOR4_ARATH	825
BOR7_ARATH	607
BP73_ORYSJ	780
BPA1_ARATH	520
BPG2_ARATH	387
BPM1_ARATH	736
BPM2_ARATH	513
BPM3_ARATH	799
BPM4_ARATH	918
BPM5_ARATH	424
BPOC_MYCTU	1300
BQMT2_ORYSJ	1376
BRAP_MOUSE	603
BRCC3_SALSA	484
BRCC3_XENTR	889
BRD1_HUMAN	412
BRD7_MOUSE	301
BRD9_MOUSE	400
BRE_DANRE	366
BRE1A_ORYSI	446
BRE1A_ORYSJ	1415
BRE1B_ORYSJ	1901
BRG1_ARATH	579
BRG3_ARATH	883
BRI1_SOLLC	386
BRK1_ORYSJ	429
BRL2_ARATH	330
BRM_ARATH	1829
BROM1_ANACO	621
BRPF1_HUMAN	436
BRT1_ARATH	588
BRTL1_ARATH	860
BRTL3_ARATH	871
BRWD1_HUMAN	1056
BRWD1_MOUSE	1705
BRWD3_HUMAN	336
BRWD3_MOUSE	1320
BRX_ARATH	535
BRX1_BOVIN	773
BRX1_SCHPO	326
BRX1_XENLA	461
BRXL1_ORYSJ	420
BRXL4_ARATH	1296
BSDC1_CHICK	824
BSDC1_DANRE	1068
BSH_ARATH	1060
BSHA_BACAN	1086
BSL1_ORYSJ	919
BSL2_ARATH	487
BSL2_ORYSJ	842
BSL3_ARATH	366
BSP_BOSSE	523
BSPA_POPDE	1127
BT1_ARATH	722
BT1_MAIZE	528
BT2_ARATH	340
BT3_ARATH	348
BT3L4_DANRE	730
BT4_ARATH	782
BTAF1_ARATH	1178
BTF3_HUMAN	747
BTF3_MOUSE	663
BTR1_ARATH	1250
BUB1_ARATH	1238
BUB31_ARATH	916
BUB32_ARATH	321
BUD13_HUMAN	704
BUD13_MOUSE	617
BUD13_RAT	865
BUD27_YEAST	944
BUD32_DICDI	641
BUP1_ARATH	786
BURP3_ORYSJ	995
BURP5_ORYSJ	1293
BURP6_ORYSJ	514
BX6_MAIZE	898
BX8_MAIZE	783
BX9_MAIZE	468
BXL1_ARATH	327
BXL6_ARATH	478
BYS_DROME	519
BYST_BOVIN	736
BYST_MONBE	476
BZIP9_ARATH	1052
BZP16_ARATH	912
BZP17_ARATH	576
BZP28_ARATH	557
BZP43_ARATH	358
BZP49_ARATH	409
BZP53_ARATH	489
BZP60_ARATH	685
BZP61_ARATH	931
BZP68_ARATH	1355
BZR1_ORYSJ	445
BZR2_ORYSJ	733
BZR3_ORYSJ	334
BZW2_MUSMM	1507
BZW2_RAT	1566
C04C1_PINTA	638
C14B3_MAIZE	941
C14C3_ORYSJ	954
C16B1_PICSI	1614
C19L2_DANRE	423
C19L2_HUMAN	494
C19L2_MOUSE	984
C1D_XENLA	580
C2D61_ARATH	920
C2GR1_ARATH	518
C3390_DROME	356
C3H11_ORYSJ	799
C3H12_ORYSJ	710
C3H13_ARATH	366
C3H13_ORYSJ	643
C3H14_ORYSJ	548
C3H15_ORYSJ	384
C3H16_ORYSJ	652
C3H17_ORYSJ	1272
C3H18_ORYSJ	1228
C3H19_ARATH	761
C3H19_ORYSJ	880
C3H2_ORYSJ	540
C3H20_ORYSJ	664
C3H24_ARATH	670
C3H24_ORYSJ	923
C3H25_ORYSJ	804
C3H27_ORYSJ	1232
C3H28_ORYSJ	508
C3H3_ORYSJ	522
C3H30_ORYSJ	420
C3H31_ORYSJ	752
C3H32_ARATH	306
C3H32_ORYSJ	844
C3H33_ORYSJ	682
C3H35_ORYSJ	589
C3H36_ORYSJ	457
C3H37_ARATH	511
C3H40_ORYSJ	640
C3H41_ORYSJ	1191
C3H43_ORYSJ	559
C3H44_ARATH	789
C3H44_ORYSJ	916
C3H45_ORYSJ	436
C3H46_ORYSJ	528
C3H49_ORYSJ	508
C3H5_ARATH	446
C3H5_ORYSJ	553
C3H50_ORYSJ	1329
C3H53_ORYSJ	800
C3H54_ORYSJ	699
C3H55_ORYSJ	890
C3H56_ORYSJ	364
C3H59_ORYSJ	448
C3H6_ORYSJ	935
C3H62_ORYSJ	548
C3H63_ORYSJ	1966
C3H65_ORYSJ	625
C3H7_ARATH	1027
C3H7_ORYSJ	431
C3H8_ORYSJ	490
C7016_ORYSJ	557
C701S_ORYSJ	304
C7091_ARATH	1229
C70B2_ARATH	828
C70B3_ARATH	400
C71A1_PERAE	789
C71A1_ZINZE	505
C71A3_SOLME	914
C71A4_SOLME	749
C71A8_MENPI	610
C71A9_SOYBN	459
C71AG_ARATH	411
C71AJ_APIGR	541
C71AJ_PASSA	1593
C71AK_ARATH	321
C71AL_ARATH	514
C71AM_ARATH	561
C71AN_ARATH	604
C71AP_ARATH	494
C71AQ_ARATH	430
C71B2_ARATH	490
C71BE_ARATH	552
C71BN_ARATH	753
C71BO_ARATH	654
C71BP_ARATH	312
C71BV_ARATH	356
C71C1_MAIZE	743
C71C2_MAIZE	561
C71C3_MAIZE	358
C71C4_MAIZE	1009
C71D7_SOLCH	490
C71D8_SOYBN	548
C71DA_SOYBN	672
C71E1_SORBI	508
C71Z7_ORYSJ	609
C7254_GLYUR	513
C7263_MEDTR	698
C72A1_CATRO	377
C7342_ORYSJ	417
C734A_ARATH	462
C74A1_ORYSJ	532
C74A2_ORYSJ	711
C74B2_ARATH	1654
C75A1_PINTA	718
C75A2_SOLME	301
C75A4_GENTR	397
C75A5_EUSER	304
C75A6_CAMME	463
C76A1_SOLME	410
C76B6_CATRO	1152
C76BA_SWEMU	728
C76C1_ARATH	1090
C76C2_ARATH	579
C76C3_ARATH	697
C76C4_ARATH	419
C76M5_ORYSJ	554
C76M6_ORYSJ	443
C76M7_ORYSJ	494
C76M8_ORYSJ	457
C77A1_SOLME	1126
C78A3_SOYBN	410
C78A5_ARATH	381
C78A6_ARATH	1036
C78A9_ARATH	694
C79A1_SORBI	596
C79D3_LOTJA	421
C7A11_ARATH	357
C7A13_ARATH	1798
C7A14_ARATH	815
C7A15_ARATH	817
C7A29_PANGI	527
C7A52_PANGI	1096
C7D31_PANGI	408
C7D55_HYOMU	761
C81D1_ARATH	465
C81E1_GLYEC	562
C81E8_MEDTR	446
C81E9_MEDTR	360
C81F1_ARATH	397
C81F3_ARATH	309
C83B1_ARATH	342
C85A1_ORYSJ	862
C86A2_ARATH	498
C86A4_ARATH	633
C86B1_ARATH	719
C87A3_ORYSJ	414
C88A1_MAIZE	927
C89A2_ARATH	1024
C89A9_ARATH	857
C8D11_ARATH	342
C90A1_ARATH	535
C90B1_ARATH	399
C90D2_ORYSJ	504
C93A1_SOYBN	368
C93A2_SOYBN	536
C93A3_SOYBN	445
C94A1_VICSA	747
C94A2_VICSA	560
C94B1_ARATH	388
C94B3_ARATH	503
C94C1_ARATH	422
C96AF_ARATH	630
C97B1_PEA	304
C97B2_SOYBN	898
C98A1_SORBI	983
C98A2_SOYBN	318
C99A2_ORYSJ	729
C99A3_ORYSJ	324
CA1P_ARATH	356
CA1P_WHEAT	966
CAA43_BURSP	662
CAAT2_ARATH	1217
CAAT3_ARATH	868
CAAT4_ARATH	660
CAAT5_ARATH	534
CAAT9_ARATH	789
CABIN_RAT	370
CACLC_ORYSJ	547
CAD1_ARATH	988
CAD8B_ORYSJ	1283
CAD8C_ORYSJ	390
CADH_MAIZE	716
CADH_SACOF	885
CADH1_ORYSJ	917
CADH3_ORYSJ	700
CADH5_ORYSJ	1179
CADH6_ORYSJ	590
CAEH1_ORYSJ	766
CAEH2_ORYSJ	528
CAES_ARATH	496
CAF1B_ARATH	515
CAF1F_ARATH	381
CAF1G_ARATH	594
CAF1M_ORYSJ	363
CAF1P_MAIZE	438
CAF2M_ORYSJ	629
CAF2P_MAIZE	1057
CAHC_HORVU	498
CAJ1_YEAST	1374
CALA_BRAOB	858
CALM_AGABI	486
CALM_HORVU	655
CALM_MAIZE	302
CALM_MALDO	370
CALM_MEDSA	450
CALM_PLAFA	372
CALM_SPIOL	655
CALM3_ORYSI	424
CALM3_PETHY	625
CALR_MAIZE	524
CALR_ORYSJ	695
CALR3_ARATH	1008
CALS1_ARATH	1166
CALS2_ARATH	426
CALS3_ARATH	1195
CALS5_ARATH	356
CALS6_ARATH	313
CALS9_ARATH	1031
CALSA_ARATH	1491
CALSB_ARATH	520
CALSC_ARATH	511
CALUA_DANRE	650
CALX_SOYBN	1104
CAMK1_ARATH	434
CAMK1_ORYSJ	684
CAMK3_ARATH	925
CAMK5_ARATH	850
CAMT1_MAIZE	604
CAMT2_DICDI	687
CAN1_ORYSJ	876
CAN2_ORYSJ	399
CANB1_NAEGR	777
CAND1_ARATH	1581
CAO_ORYSJ	774
CAP1_ARATH	1904
CAP10_ARATH	1116
CAP11_ARATH	806
CAP2_ARATH	422
CAP8_ARATH	927
CAPP1_MAIZE	652
CAPP1_SACHY	317
CAPP1_SORBI	1340
CAPP2_MAIZE	714
CAPP2_SORBI	784
CAPP3_SORBI	1050
CAPZA_ARATH	732
CAPZB_ARATH	676
CAR3_ARATH	1464
CAR5_ARATH	1209
CAR9_ARATH	985
CARA_ORYSJ	836
CARB_ORYSJ	1358
CARM1_ORYSJ	1019
CARME_CHICK	348
CARME_MOUSE	1014
CARME_RAT	503
CARS_ARTAN	718
CAS_ARATH	1545
CAS_MAIZE	1249
CAS_ORYSJ	716
CAS1_ARATH	302
CAS1_GLYGL	603
CAS1_SOLTU	439
CAS2_BETPL	341
CAS2_MALDO	922
CASL2_CANSA	460
CASP_ARATH	1061
CASTO_ORYSJ	628
CATA1_MAIZE	885
CATA1_WHEAT	1733
CATA2_MAIZE	469
CATA3_MAIZE	834
CATB_PONAB	1454
CATB_RAT	1335
CATIN_ARATH	982
CAX1A_ORYSJ	811
CAX1B_ORYSJ	891
CAX1C_ORYSJ	688
CAX3_ORYSJ	838
CB12_SOLLC	691
CB121_HORVU	1026
CB13_SOLLC	1380
CB21_MAIZE	783
CB22_ORYSJ	462
CB23_HORVU	504
CB23_ORYSJ	900
CB24_PEA	1191
CB25_NICPL	902
CB25_PETSP	362
CB29_MAIZE	406
CB2D_SOLLC	404
CB2G_SOLLC	389
CB48_MAIZE	362
CB4A_ARATH	800
CB4B_SOLLC	1253
CB5_ARATH	811
CB60A_ARATH	958
CB60B_ARATH	1080
CB60C_ARATH	784
CB60D_ARATH	963
CB60F_ARATH	335
CBBY_RHOCA	876
CBDAS_CANSA	660
CBF5_ARATH	310
CBK1_PNECA	1184
CBK1_YEAST	555
CBLA_DICDI	530
CBP1_HORVU	742
CBP1_ORYSJ	609
CBP2_HORVU	531
CBP2_WHEAT	656
CBP21_HORVU	564
CBP22_HORVU	1288
CBP23_HORVU	514
CBP3_HORVU	696
CBP3_ORYSJ	504
CBP3_WHEAT	372
CBPA6_HUMAN	415
CBPX_ORYSJ	1098
CBR2_PIG	559
CBSX1_ARATH	990
CBSX2_ARATH	750
CBSX3_ARATH	748
CBSX5_ARATH	777
CBSX6_ARATH	390
CBWD1_HUMAN	573
CBWD1_RAT	749
CBWD2_HUMAN	912
CBWD7_HUMAN	456
CBXXC_CUPNH	1322
CC115_DANRE	1114
CC124_HUMAN	735
CC130_BOVIN	1198
CC130_DICDI	436
CCA1_ARATH	3027
CCA1_CANGA	311
CCA1_YEAST	737
CCA21_ORYSJ	744
CCAMK_ORYSJ	322
CCAR1_HUMAN	2505
CCAR1_MOUSE	3001
CCAR2_MOUSE	2058
CCB1_ARATH	832
CCB12_ORYSJ	508
CCB2_ARATH	377
CCB3_ARATH	636
CCB4_ARATH	388
CCC1_ORYSJ	585
CCC11_ORYSJ	766
CCD_CROSA	700
CCD12_HUMAN	910
CCD12_MOUSE	898
CCD22_ORYSJ	363
CCD25_BOVIN	1178
CCD25_MOUSE	607
CCD4_ARATH	1387
CCD94_DICDI	693
CCD94_MOUSE	929
CCDA2_ORYSJ	960
CCH_ARATH	847
CCH11_ORYSJ	493
CCI1_ARATH	567
CCL11_ORYSJ	1176
CCME_PSEMY	390
CCMH_ORYSI	443
CCMH_ORYSJ	765
CCP11_ORYSJ	535
CCP21_ORYSJ	432
CCP31_ORYSJ	797
CCP41_ORYSJ	360
CCR1_ARATH	718
CCR2_ARATH	505
CCR4A_ARATH	704
CCR4B_ARATH	1044
CCR4C_ARATH	596
CCR4D_ARATH	1069
CCR4E_ARATH	392
CCR4F_ARATH	435
CCS_ORYSJ	710
CCS1_ORYSJ	502
CCT1_ARATH	603
CCT11_ORYSJ	643
CCT12_ARATH	332
CCT12_ORYSJ	705
CCT13_ORYSJ	738
CCT14_ORYSJ	714
CCT15_ARATH	676
CCT2_ARATH	1016
CCX1_ARATH	348
CCX3_ARATH	464
CCX4_ARATH	667
CCX5_ARATH	331
CCZ1_NEMVE	360
CD27B_ARATH	448
CD2B2_DROME	1508
CD2B2_HUMAN	347
CD48A_ARATH	568
CD48B_ARATH	392
CD48C_ARATH	449
CD48D_ARATH	1477
CD48E_ARATH	1504
CDA1_ARATH	462
CDA7L_HUMAN	450
CDC2_MAIZE	439
CDC21_ARATH	556
CDC23_ARATH	508
CDC27_BOVIN	584
CDC27_HUMAN	446
CDC27_MOUSE	414
CDC48_SOYBN	837
CDC5L_ARATH	964
CDC73_ARATH	411
CDF1_ARATH	1019
CDF2_ARATH	957
CDG1_ARATH	312
CDI_ARATH	496
CDI8_ARATH	691
CDKA1_ORYSJ	316
CDKA2_ORYSJ	728
CDKAL_DROME	645
CDKAL_DROPS	521
CDKAL_HUMAN	374
CDKAL_XENTR	378
CDKC1_ORYSJ	728
CDKC2_ORYSJ	1222
CDKC3_ORYSJ	542
CDKD1_ORYSI	975
CDKD1_ORYSJ	695
CDKE1_ORYSJ	1486
CDKF1_ORYSI	926
CDKF1_ORYSJ	1120
CDKF3_ORYSJ	876
CDKF4_ORYSJ	1499
CDKG1_ORYSI	1082
CDKG1_ORYSJ	939
CDKG2_ORYSJ	1069
CDL1_ARATH	488
CDP1_ARATH	1105
CDPK_SOYBN	1216
CDPK1_ARATH	482
CDPK1_ORYSJ	510
CDPK2_ARATH	875
CDPK2_MAIZE	892
CDPK2_ORYSJ	1253
CDPK3_ARATH	822
CDPK4_SOLTU	593
CDPK5_ARATH	577
CDPK5_SOLTU	591
CDPK6_ARATH	596
CDPK7_ARATH	487
CDPK8_ARATH	898
CDPKA_ARATH	1043
CDPKB_ARATH	652
CDPKB_ORYSJ	415
CDPKD_ARATH	338
CDPKG_ARATH	1292
CDPKH_ARATH	588
CDPKJ_ARATH	370
CDPKK_ARATH	308
CDPKL_ARATH	666
CDPKM_ARATH	614
CDPKO_ARATH	414
CDPKS_ARATH	612
CDPKT_ARATH	909
CDPKU_ARATH	987
CDPKW_ARATH	539
CDS1_ARATH	843
CDS1_SOLTU	439
CDS2_ARATH	742
CDS4_ARATH	754
CDSP_ARATH	436
CDSP_ORYSJ	638
CEBIP_ORYSJ	418
CEBPZ_HUMAN	333
CEBPZ_MOUSE	330
CEMA_CYAME	343
CEMA_RHDSA	1129
CEMA_SORBI	1610
CENPS_XENLA	371
CENPV_MOUSE	313
CENPX_MOUSE	391
CEP1_ARATH	627
CEP2_ARATH	345
CEP3_ARATH	1250
CER1_ARATH	838
CER2_ARATH	641
CER26_ARATH	984
CER3_ARATH	559
CER7_ARATH	677
CERK_ORYSJ	971
CERK1_ARATH	374
CERK1_ORYSJ	724
CERL1_ARATH	453
CERL2_ARATH	455
CESA1_ARATH	423
CESA1_ORYSJ	550
CESA2_ORYSJ	814
CESA3_ORYSJ	449
CESA4_ORYSI	309
CESA5_ORYSJ	664
CESA6_ARATH	448
CESA6_ORYSJ	384
CESA8_ORYSJ	641
CEST_ORYSI	1021
CEST_ORYSJ	676
CET2_TOBAC	452
CF107_ARATH	1325
CFA20_DROME	948
CFA20_PARTE	784
CFDP1_CHICK	475
CFDP2_BOVIN	1080
CFDP2_TRAJA	514
CFI_MAIZE	1018
CFI3_ARATH	346
CFIS1_ARATH	890
CFIS2_ARATH	591
CFM2_ARATH	501
CFM3_MAIZE	1277
CFM3_ORYSJ	427
CFM3A_ARATH	598
CFTSY_ARATH	658
CFXQ2_CYACA	782
CG025_BOVIN	561
CG025_XENTR	574
CGEP_ARATH	696
CGEP_ORYSJ	844
CGS1_ARATH	990
CGT_FRAAN	1466
CH10_ARATH	519
CH10_SYNJB	487
CH10_SYNS3	557
CH10C_ARATH	658
CH60C_ARATH	325
CH62_CUCMA	376
CH62_MAIZE	1091
CHAC2_DANRE	809
CHAC2_RAT	668
CHARK_ORYSJ	343
CHD3_HUMAN	746
CHD9_HUMAN	727
CHFR_MOUSE	363
CHFR_XENLA	1005
CHI11_ORYSJ	536
CHI5_ORYSJ	784
CHIA_CICAR	353
CHIA_MAIZE	716
CHID1_DANRE	390
CHID1_DICDI	684
CHID1_XENLA	437
CHIE_BETVU	306
CHIP_ARATH	450
CHIT1_MOUSE	370
CHIT2_TULBA	366
CHL_ARATH	1246
CHLD_ORYSJ	970
CHLD_PEA	1476
CHLG_ORYSJ	1096
CHLH_ORYSI	2908
CHLH_ORYSJ	2721
CHLI_ORYSI	1485
CHLI_ORYSJ	1055
CHLM_ARATH	792
CHLP_ARATH	486
CHLP_ORYSJ	1504
CHLP_TOBAC	494
CHMO_ARATH	499
CHMP1_ORYSJ	905
CHMP5_DICDI	1018
CHR10_ARATH	309
CHR12_ARATH	1293
CHR19_ARATH	518
CHR20_ARATH	707
CHR23_ARATH	1242
CHR24_ARATH	505
CHR27_ARATH	1106
CHR28_ARATH	1287
CHR35_ARATH	559
CHR4_ARATH	960
CHR5_ARATH	773
CHR8_ARATH	859
CHR9_ARATH	744
CHS1_HORVU	319
CHS3_SORBI	730
CHS4_BROFI	909
CHSY_CHRAE	354
CHUP1_ARATH	1724
CHX20_ARATH	530
CI078_HUMAN	398
CI085_HUMAN	585
CI111_ARATH	446
CI114_HUMAN	317
CIA1_ARATH	877
CIA2_ARATH	787
CIA30_ARATH	777
CIAO1_CHLRE	367
CID11_ARATH	755
CID13_ARATH	729
CID3_ARATH	357
CID4_ARATH	1023
CID7_ARATH	1188
CID8_ARATH	809
CID9_ARATH	1424
CIGR1_ORYSJ	980
CIGR2_ORYSJ	954
CINV1_ARATH	307
CINV1_ORYSJ	1354
CINV2_ARATH	520
CIP8_ARATH	419
CIPK1_ORYSJ	830
CIPK2_ORYSJ	892
CIPK3_ORYSJ	304
CIPK4_ORYSJ	352
CIPK5_ORYSJ	839
CIPK6_ORYSJ	803
CIPK7_ORYSJ	1222
CIPK8_ORYSJ	1372
CIPK9_ORYSJ	1259
CIPKA_ORYSJ	834
CIPKB_ORYSJ	533
CIPKC_ORYSJ	769
CIPKE_ORYSJ	423
CIPKF_ORYSJ	606
CIPKG_ORYSJ	513
CIPKH_ORYSJ	1150
CIPKI_ORYSJ	490
CIPKJ_ORYSJ	914
CIPKL_ORYSJ	1250
CIPKN_ORYSJ	567
CIPKO_ORYSJ	1122
CIPKQ_ORYSJ	634
CIPKR_ORYSJ	409
CIPKT_ORYSJ	572
CIPKU_ORYSJ	1115
CIPKV_ORYSJ	825
CIPKW_ORYSJ	1019
CIR1A_MOUSE	1170
CIRBP_PONAB	1124
CISY2_ARATH	393
CISY3_ARATH	688
CISY4_ARATH	1276
CITRX_ORYSI	502
CK1_ARATH	353
CK2_ARATH	833
CK5P1_ORYSJ	661
CK5P3_ARATH	673
CKB21_ORYSJ	368
CKI2_SCHPO	1627
CKS1_ORYSJ	427
CKX11_ORYSJ	700
CKX4_ORYSJ	1601
CKX5_ORYSJ	449
CKX8_ORYSJ	440
CL049_XENLA	546
CL16A_DICDI	328
CLASP_ARATH	619
CLASR_BOVIN	1044
CLASR_HUMAN	1226
CLC1_ORYSJ	473
CLC2_ORYSJ	646
CLCA_ARATH	1782
CLCB_ARATH	755
CLCC_ARATH	847
CLCD_ARATH	797
CLCE_ARATH	978
CLCF_ARATH	962
CLCG_ARATH	510
CLF1_EMENI	621
CLH1_ARATH	605
CLH1_ORYSJ	780
CLH2_ARATH	648
CLH2_ORYSJ	440
CLL1_ARATH	684
CLP1_ARATH	445
CLP1L_BOVIN	564
CLPB_AQUAE	546
CLPB_OCEIH	2800
CLPB1_ORYSJ	592
CLPB2_ORYSJ	850
CLPB3_ORYSJ	1076
CLPC1_MYCS2	2602
CLPC1_ORYSJ	751
CLPC2_ORYSJ	974
CLPD1_ORYSJ	645
CLPD2_ORYSJ	2104
CLPE_BACSU	2580
CLPP_AZOBR	428
CLPP_SORBI	652
CLPP2_ARATH	1310
CLPP3_ARATH	1060
CLPP4_ARATH	557
CLPP5_ARATH	749
CLPP6_ARATH	722
CLPR1_ARATH	1398
CLPR2_ARATH	690
CLPR3_ARATH	1055
CLPR4_ARATH	665
CLPS_SYNS9	527
CLPS1_ARATH	418
CLPT1_ARATH	684
CLPT1_DANRE	1709
CLPX_ACICJ	315
CLPX_PSEFS	406
CLPX1_ARATH	884
CLPX3_ARATH	574
CLS_ORYSJ	930
CLT1_ARATH	710
CLT2_ARATH	438
CLT3_ARATH	1580
CLU_ARATH	912
CLV1_ARATH	493
CM1_ARATH	890
CM2_ARATH	542
CM3_ARATH	413
CMBL_MOUSE	1224
CMC3_CAEEL	519
CMKMT_XENLA	407
CML1_ARATH	444
CML1_ORYSI	584
CML10_ORYSJ	866
CML13_ORYSJ	788
CML15_ORYSJ	380
CML16_ORYSJ	923
CML18_ORYSJ	902
CML21_ARATH	628
CML22_ARATH	589
CML22_ORYSJ	666
CML24_ORYSJ	599
CML27_ORYSJ	763
CML29_ORYSJ	954
CML30_ARATH	317
CML30_ORYSJ	791
CML32_ORYSJ	477
CML4_ORYSJ	439
CML44_ARATH	406
CML48_ARATH	548
CML49_ARATH	519
CML50_ARATH	444
CML7_ORYSJ	677
CML8_ORYSJ	473
CMR1_CHAGB	531
CMS1_XENLA	665
CMT2_ARATH	534
CMTA1_ARATH	1129
CMTA2_ARATH	781
CMTA3_ARATH	627
CMTA4_ARATH	1508
CMTA5_ARATH	522
CMTA6_ARATH	884
CN10B_XENLA	844
CNBL1_ORYSJ	792
CNBL2_ORYSJ	774
CNBL3_ORYSJ	430
CNBL4_ORYSJ	473
CNBL6_ORYSJ	1104
CNBL7_ORYSJ	770
CNBL9_ORYSJ	498
CNBLA_ORYSJ	303
CNBP_BOVIN	1210
CNBP_MOUSE	431
CNBP_RAT	896
CND1_HUMAN	500
CND1_XENLA	987
CNDH2_ARATH	539
CNG14_ARATH	667
CNG15_ARATH	466
CNG17_ARATH	894
CNG18_ARATH	429
CNG19_ARATH	617
CNG20_ARATH	698
CNGC1_ARATH	735
CNGC2_ARATH	923
CNGC4_ARATH	1153
CNGC5_ARATH	917
CNGC6_ARATH	1484
CNGC8_ARATH	559
CNIF1_ARATH	1009
CNIH1_ARATH	384
CNIH4_ARATH	424
CNMT_THLFG	554
CNO10_BOVIN	1061
CNO10_HUMAN	1141
CNO10_MOUSE	534
CNO10_RAT	348
CNO11_HUMAN	838
CNOT1_DANRE	725
CNOT1_HUMAN	1139
CNOT1_MOUSE	847
CNOT1_XENTR	900
CNOT3_HUMAN	2043
CNOT3_MOUSE	1694
CNOT4_HUMAN	1956
CNOT4_MOUSE	462
CNPY1_DANRE	767
CNR1_MAIZE	376
CNR10_MAIZE	871
CNR13_MAIZE	477
CNR2_MAIZE	481
CNR4_MAIZE	533
CNR5_MAIZE	641
CNR6_MAIZE	764
CNR7_MAIZE	367
CNR8_MAIZE	821
CNRB_DICDI	833
CNX1_ARATH	572
CNX2_ARATH	979
CNX3_ARATH	648
CO040_MOUSE	577
CO410_WHEAT	1015
COA5_XENTR	406
COAD1_ORYSJ	524
COAD2_ORYSJ	721
COAE_ORYSJ	408
COB21_ARATH	1824
COB21_ORYSJ	665
COB22_ARATH	996
COB22_ORYSJ	1009
COB23_ARATH	698
COB23_ORYSJ	826
COBL1_ORYSJ	909
COBL3_ORYSJ	830
COBL5_ORYSJ	354
COG1_HUMAN	416
COG2_DICDI	658
COG2_DROME	455
COG2_HUMAN	376
COG3_AEDAE	456
COG3_DICDI	1240
COG3_HUMAN	642
COG3_MOUSE	721
COG4_ARATH	506
COG5_HUMAN	502
