group	ange-pval	ange-count	ange-count	sorgh-pval	sorgh-count	sorgh-count
ALG5_DICDI	0.482681993	1	1	0.280410409	1	1
ALG6_ARATH	0.666148716	1	1	0.738503296	1	1
ALG8_ARATH	0.664621714	1	1	NA	NA	NA
ALG9_ARATH	0.099093653	7	7	0.20888453	7	7
ALGC_PSEPK	0.519513498	1	1	NA	NA	NA
ALIS1_ARATH	0.573757315	3	3	0.763993297	1	1
ALIS2_ARATH	0.686589613	2	2	0.38186014	1	1
ALIS3_ARATH	0.290670007	7	7	0.742641879	5	5
ALIS4_ARATH	0.494017122	4	4	NA	NA	NA
ALIS5_ARATH	0.173106829	3	3	0.576133467	2	2
ALIX_DICDI	0.527547168	1	1	0.932112654	2	2
ALKB5_MOUSE	0.901979242	1	1	0.390468777	1	1
ALKB8_XENTR	0.926265305	1	1	0.402073177	3	3
ALKBH_ARATH	0.447469056	2	2	0.548476703	2	2
ALL12_OLEEU	0.198569361	1	1	NA	NA	NA
ALL9_OLEEU	0.729043714	1	1	0.243902666	3	3
ALLN_ALLCG	0.101122684	3	3	0.159982837	2	2
ALLN1_ALLSA	0.263387343	2	2	NA	NA	NA
ALMT9_ARATH	0.501189951	2	2	0.649013859	2	2
ALMTC_ARATH	0.176850405	3	3	NA	NA	NA
ALT3_ARATH	0.467200608	4	4	0.386925519	3	3
ALY2_ARATH	0.393235212	5	5	0.715806766	2	2
ALY3_ARATH	0.004185653	13	13	0.236194542	7	7
AMERL_ARATH	0.175203462	4	4	0.684956548	2	2
AMI1_ARATH	0.631660322	2	2	0.378019558	2	2
AMO_ARATH	0.205616667	6	6	0.391093986	6	6
AMO_LENCU	0.956237353	1	1	0.741849659	1	1
AMO_PEA	0.057718206	5	5	0.564730696	3	3
AMO1_ARTS1	0.321484975	2	2	0.809674479	1	1
AMO2_ARTS1	0.94931141	1	1	0.273320128	1	1
AMPD_ARATH	0.124451122	5	5	0.536282528	3	3
AMPD_ORYSJ	0.177111069	4	4	0.451031203	5	5
AMPL1_ORYSJ	0.427172101	1	1	NA	NA	NA
AMPL2_ORYSJ	0.431927468	8	8	0.038249265	6	6
AMPP1_COPC7	0.264120534	3	3	0.714054066	3	3
AMPP1_SORMK	0.864174056	1	1	NA	NA	NA
AMPP1_TALMQ	0.532530156	1	1	NA	NA	NA
AMPP1_TUBMM	0.883251142	1	1	NA	NA	NA
AMRA1_HUMAN	0.555348724	3	3	0.312953826	3	3
AMRA1_MOUSE	0.456949653	1	1	NA	NA	NA
AMSH2_ARATH	0.217872948	4	4	0.049408133	8	8
AMSH3_ARATH	0.392444939	6	6	0.087470487	3	3
AMT11_ORYSJ	0.340360629	4	4	0.315812608	6	6
AMT32_ORYSJ	0.126271907	2	2	0.08190092	2	2
AMT33_ORYSJ	0.811750506	2	2	NA	NA	NA
AMY_STRGR	0.277572213	4	4	0.512993713	1	1
AMY_STRLM	0.901848736	1	1	NA	NA	NA
AMY_STRVL	0.320385965	1	1	0.408278607	4	4
AMY2_ARATH	0.072544241	4	4	0.168485312	4	4
AMY3_ARATH	0.845952872	2	2	0.065400315	4	4
AMYB_MAIZE	0.130795443	5	5	0.226926067	6	6
AMYB_MEDSA	0.252272245	2	2	0.182126603	1	1
AMYB_SOYBN	0.940195976	1	1	NA	NA	NA
AMYB_TRIRP	0.098351643	1	1	NA	NA	NA
AMYB_VIGUN	0.307985535	2	2	NA	NA	NA
AMYB_WHEAT	0.357545212	1	1	0.55202027	1	1
AN13B_HUMAN	0.781963839	1	1	NA	NA	NA
AN13B_MOUSE	0.855211915	1	1	0.442167632	3	3
AN321_ORYSJ	0.013553653	5	5	0.117010547	8	8
ANAG_HUMAN	0.148896536	9	9	0.319528721	8	8
ANAN_ANACO	0.490640374	1	1	NA	NA	NA
ANGLT_ROSHC	0.191844222	21	21	0.187563002	13	13
ANGS_PASSA	0.035396196	1	1	NA	NA	NA
ANK1_HUMAN	0.096379649	6	6	0.725376597	5	5
ANK3_HUMAN	0.736811909	2	2	0.873064464	1	1
ANKR1_BOVIN	0.680161589	1	1	NA	NA	NA
ANKZ1_HUMAN	0.317339694	1	1	0.904174819	1	1
ANKZ1_MOUSE	0.851147635	1	1	NA	NA	NA
ANM1_ORYSJ	0.602325789	3	3	0.654781324	2	2
ANM3_ORYSJ	0.302922836	8	8	0.414511473	4	4
ANM5_ORYSJ	0.864512607	1	1	0.7489085	1	1
ANM61_ORYSJ	0.531878065	2	2	NA	NA	NA
ANM62_ORYSJ	0.631120903	3	3	0.358382436	1	1
ANR44_MOUSE	1	1	1	NA	NA	NA
ANT_ARATH	0.055922007	1	1	NA	NA	NA
ANT1_ARATH	0.631218436	5	5	0.697509403	3	3
ANTA_GENTR	0.125757165	3	3	0.318463817	2	2
ANTL1_ARATH	0.013107819	13	13	0.66113082	4	4
ANTL2_ARATH	0.849533393	1	1	0.910351997	1	1
ANTR6_ARATH	0.208441481	5	5	0.316564091	1	1
ANX1_ARATH	0.878615838	1	1	0.670167039	1	1
ANX2_ARATH	0.147402892	1	1	NA	NA	NA
ANXD2_ARATH	0.494074907	2	2	NA	NA	NA
ANXD3_ARATH	0.258166629	2	2	0.023386947	1	1
ANXD4_ARATH	0.137052666	5	5	0.214754725	2	2
ANXD5_ARATH	0.389728035	7	7	0.596032211	2	2
ANXD6_ARATH	0.150578907	2	2	0.155086285	1	1
ANXD7_ARATH	0.661346616	1	1	0.457622978	1	1
AOC3_ARATH	0.704690574	2	2	0.502178813	4	4
AOP1L_ARATH	0.594451428	2	2	NA	NA	NA
AOX1_TOBAC	0.423007427	1	1	0.728027509	2	2
AOX1A_ARATH	0.251621062	3	3	NA	NA	NA
AOX2_SOYBN	0.891756772	1	1	0.729834156	1	1
AOX2_TOBAC	0.491436593	1	1	0.955696765	1	1
AOX4_ARATH	0.441946473	5	5	0.431114591	7	7
AP1G1_ARATH	0.487505488	2	2	0.760604847	1	1
AP1G2_ARATH	0.301304547	7	7	0.269982782	4	4
AP1M2_ARATH	0.404252346	3	3	0.688660964	4	4
AP1S1_ARATH	0.40948367	3	3	0.583528528	3	3
AP1S2_ARATH	0.79583787	1	1	NA	NA	NA
AP2_ARATH	0.335248163	8	8	0.129917545	6	6
AP2A1_ARATH	0.491444718	2	2	NA	NA	NA
AP2A2_ARATH	0.7248886	3	3	0.523891357	2	2
AP2L4_ARATH	0.498286651	1	1	0.47665198	1	1
AP2M_ARATH	0.597408965	3	3	0.885715793	2	2
AP2S_ARATH	0.063436551	7	7	0.564529417	4	4
AP3B_DICDI	0.662528406	1	1	NA	NA	NA
AP3BA_ARATH	0.766456712	1	1	NA	NA	NA
AP3D_ARATH	0.620990142	2	2	0.696638744	1	1
AP3M_ARATH	0.544209615	3	3	0.479930468	2	2
AP3S_ARATH	0.10698523	5	5	0.035257627	3	3
AP4E_ARATH	0.436183714	5	5	0.256594589	4	4
AP4M_ARATH	0.437487978	5	5	0.25805671	5	5
AP4S_ARATH	0.365072156	3	3	1	2	2
AP5M_ARATH	0.150451138	3	3	0.754519024	3	3
AP5Z1_HUMAN	0.514157546	1	1	NA	NA	NA
AP5Z1_MOUSE	0.591231462	2	2	NA	NA	NA
APAF_MOUSE	0.533516027	1	1	NA	NA	NA
APAG_MAGSA	0.708957331	1	1	0.137919707	4	4
APBLA_ARATH	0.513109416	8	8	0.140836159	5	5
APBLC_ARATH	0.954878635	1	1	0.77065509	1	1
APC1_ARATH	1	2	2	NA	NA	NA
APC1_MOUSE	1	1	1	NA	NA	NA
APC10_ARATH	0.134942067	3	3	0.405358472	4	4
APC11_ARATH	0.40986806	1	1	NA	NA	NA
APC2_ARATH	0.347050804	2	2	NA	NA	NA
APC7_ARATH	0.125423237	4	4	0.140841778	2	2
APEH_MOUSE	0.327451305	4	4	0.245082112	6	6
APG_ORYSJ	0.198384335	5	5	0.659955021	2	2
APG2_ARATH	1.49E-06	6	6	0.902594767	2	2
APG3_ARATH	0.454227949	6	6	0.740637271	2	2
APGM_METS5	0.354909767	1	1	NA	NA	NA
APH1_ARATH	0.898852624	2	2	0.127878723	2	2
API5_CHICK	0.597886553	1	1	0.59068004	2	2
API5_DROME	0.793642038	1	1	NA	NA	NA
API5_PONAB	0.629431441	2	2	0.006930027	1	1
APK1_ARATH	0.34661596	2	2	0.076229547	1	1
APK1A_ARATH	0.354076116	4	4	0.738035416	2	2
APK1B_ARATH	0.325258568	5	5	0.442452727	5	5
APK2A_ARATH	0.169405527	3	3	NA	NA	NA
APK2B_ARATH	0.28088171	10	10	0.09009056	10	10
APK3_ARATH	0.653019243	6	6	0.035959142	3	3
APL_ARATH	0.018190585	15	15	0.04991395	11	11
APM1A_ORYSJ	0.184349326	9	9	0.28468338	5	5
APM1B_ORYSJ	0.17578578	7	7	0.26757503	6	6
APM1C_ORYSJ	0.308316746	1	1	0.314029732	3	3
APM1D_ORYSJ	0.698468482	1	1	NA	NA	NA
APO1_ARATH	0.686341756	2	2	0.051264992	4	4
APO2_ARATH	0.037455953	6	6	0.554525572	2	2
APR1_ORYSJ	0.17112626	2	2	0.07224154	2	2
APRL3_ORYSJ	0.428497349	3	3	0.679364888	4	4
APRL4_ORYSJ	0.52437444	2	2	1	1	1
APRL5_ORYSJ	0.109439502	8	8	0.002810701	7	7
APRL6_ORYSJ	0.421799492	4	4	0.324280866	2	2
APRR9_ARATH	0.092033893	2	2	0.440216729	3	3
APS1_ARATH	0.362948805	2	2	NA	NA	NA
APS2_ARATH	0.709893678	1	1	0.315423972	5	5
APS3_ARATH	0.46707787	1	1	0.37755053	3	3
APS4_ARATH	0.413841577	1	1	NA	NA	NA
APT1_MAIZE	0.143012935	1	1	NA	NA	NA
APT1_WHEAT	0.515868402	1	1	0.53434573	3	3
APT11_DICDI	0.6134395	2	2	0.656982028	1	1
APT2_ARATH	0.412688855	4	4	0.314896482	3	3
APX1_ORYSJ	0.298376255	2	2	0.017069788	4	4
APX2_ORYSJ	0.785066901	2	2	0.538355687	2	2
APX4_ORYSJ	0.697435807	3	3	0.335023912	6	6
APX5_ORYSJ	0.009420826	2	2	NA	NA	NA
APX6_ARATH	0.004570504	7	7	0.041923686	6	6
APX6_ORYSJ	0.307203631	3	3	0.546348091	1	1
APX7_ORYSJ	0.834515891	3	3	0.306475055	4	4
APX8_ORYSJ	0.438396724	5	5	0.389575341	5	5
APY1_ORYSJ	0.901793679	2	2	0.793562857	2	2
APY2_ORYSJ	0.77049649	1	1	NA	NA	NA
APY3_ORYSJ	0.0983389	11	11	0.293239166	10	10
APY6_ARATH	0.341060388	7	7	0.52273767	4	4
APY7_ARATH	0.471052249	7	7	0.305387817	3	3
AQR_HUMAN	0.52918226	6	6	0.947788424	1	1
AQR_MOUSE	0.730513976	3	3	0.819740134	2	2
ARAD1_ARATH	0.089129646	9	9	0.26713754	7	7
ARAE1_ORYSJ	0.120992122	2	2	0.761806452	1	1
ARAE2_ORYSJ	0.367456337	4	4	0.601749838	2	2
ARAE3_ORYSJ	0.356411865	3	3	0.338253627	2	2
ARAH_SHIFL	0.550597492	1	1	NA	NA	NA
ARAK_ARATH	0.439259825	4	4	0.296498	5	5
ARASP_ARATH	0.132058483	4	4	0.325619034	2	2
ARC1B_ARATH	0.077374042	5	5	0.041918889	6	6
ARC2A_ARATH	0.176102334	2	2	0.199070545	4	4
ARC3_ARATH	0.863774445	2	2	NA	NA	NA
ARC5_ARATH	0.441848211	4	4	1	2	2
ARC5A_ARATH	0.846945434	2	2	0.503610806	1	1
ARF_DUGJA	0.20126734	7	7	0.091161281	5	5
ARF_MAIZE	0.714530103	1	1	0.239473587	3	3
ARF_VIGUN	0.870923483	1	1	NA	NA	NA
ARF1_ARATH	0.153031413	6	6	0.536892152	2	2
ARF1_BRARP	0.527958413	1	1	NA	NA	NA
ARF1_ORYSJ	0.334273682	9	9	0.308618978	7	7
ARF1_PLAFA	0.688240687	1	1	NA	NA	NA
ARF2_ORYSJ	0.979725885	1	1	0.750854545	1	1
ARF3_ARATH	1	1	1	0.542254924	1	1
ARF5_ARATH	0.006851563	3	3	0.127002688	3	3
ARFA_ORYSJ	0.540185713	6	6	0.582342028	4	4
ARFC_ORYSJ	0.289142613	10	10	0.366139103	5	5
ARFD_ORYSJ	0.397283867	9	9	0.164137505	7	7
ARFG_ORYSJ	0.27404869	5	5	0.317240895	4	4
ARFH_ORYSJ	0.183006452	8	8	0.086874024	6	6
ARFI_ORYSJ	0.613660476	6	6	0.287563265	12	12
ARFL_ORYSI	0.422689566	1	1	0.396103603	1	1
ARFN_ORYSJ	0.439709968	2	2	0.413035179	2	2
ARFO_ORYSJ	0.641394702	2	2	0.499589858	6	6
ARFP_ORYSJ	0.145992568	6	6	0.408916234	2	2
ARFQ_ORYSI	0.006260143	2	2	0.475721942	1	1
ARFQ_ORYSJ	0.366172607	5	5	0.292621326	4	4
ARFR_ORYSJ	0.315280594	5	5	0.579176351	4	4
ARFRP_BOVIN	0.738938247	1	1	0.403711105	2	2
ARFRP_PONAB	0.775074498	1	1	NA	NA	NA
ARFRP_RAT	0.792075443	1	1	0.727897323	1	1
ARFS_ORYSJ	1	1	1	NA	NA	NA
ARFU_ORYSJ	1.01E-11	8	8	0.451652575	8	8
ARFV_ORYSJ	0.857197572	1	1	0.743134985	2	2
ARFW_ORYSI	0.10661722	5	5	0.347119443	3	3
ARFW_ORYSJ	0.597681981	1	1	0.254408126	5	5
ARFX_ORYSJ	0.54271463	8	8	0.408424543	9	9
ARG2_VIGRR	0.287286285	3	3	NA	NA	NA
ARGC_ORYSJ	0.97337978	1	1	0.062414329	2	2
ARGD_ALNGL	0.974194482	1	1	0.124559299	2	2
ARGD_ARATH	0.4098464	3	3	NA	NA	NA
ARGE_ARATH	0.323725466	3	3	0.031495324	5	5
ARGI1_ORYSJ	0.693125211	2	2	0.123743238	4	4
ARGJ_MAIZE	0.450991233	2	2	0.017896955	1	1
ARGJ_SORBI	0.351326715	3	3	0.64411036	1	1
ARI1_ARATH	1	1	1	NA	NA	NA
ARI2_ARATH	0.614199168	3	3	0.808096953	2	2
ARI5_ARATH	0.932652326	1	1	0.730737178	1	1
ARI8_ARATH	0.15817266	17	17	0.05700809	10	10
ARIA_ARATH	0.553407734	4	4	0.3644675	6	6
ARID2_ARATH	0.141895016	11	11	0.476091046	8	8
ARID3_ARATH	0.35075152	4	4	0.7505559	2	2
ARID4_ARATH	0.300895578	15	15	0.146737009	12	12
ARID5_ARATH	0.486404535	3	3	0.684522835	2	2
ARK1_ORYSJ	1	1	1	NA	NA	NA
ARK2_ORYSJ	0.783052751	3	3	0.95206492	2	2
ARL3_CHLRE	0.418703936	1	1	0.009543257	5	5
ARL8A_XENTR	0.553718655	1	1	0.342466215	2	2
ARL8B_RAT	0.442170805	1	1	0.237994279	1	1
ARLY_ARATH	0.421808576	2	2	0.205451646	3	3
ARMC6_MOUSE	0.460242233	1	1	NA	NA	NA
ARMC7_MOUSE	0.482905758	2	2	0.802686365	1	1
ARMC8_BOVIN	0.605342734	2	2	0.285749939	3	3
AROA_ARATH	0.459549318	1	1	NA	NA	NA
AROA_PETHY	0.406907515	1	1	0.138875059	1	1
AROA2_TOBAC	0.48627132	1	1	0.316414137	2	2
AROC_SYNP2	0.153160874	3	3	0.414864738	4	4
AROC1_SOLLC	0.733416233	1	1	0.763065079	1	1
AROD2_ARATH	0.485051359	2	2	0.593334345	1	1
AROD3_ARATH	0.268452533	6	6	0.342004297	5	5
AROD4_ARATH	1	1	1	NA	NA	NA
AROD6_ARATH	0.858457813	1	1	0.772736462	3	3
AROF_ORYSJ	0.335391121	3	3	NA	NA	NA
AROG_ARATH	0.132178021	1	1	0.278139916	1	1
AROG_ORYSJ	0.025500259	3	3	0.596520738	2	2
AROG_SOLLC	0.60308177	2	2	0.745135113	2	2
ARP_ARATH	0.277559266	1	1	0.347504291	1	1
ARP1_ARATH	0.375860434	5	5	0.917074795	2	2
ARP2_ORYSI	0.771082247	3	3	0.678057279	3	3
ARP3_ORYSJ	0.634128057	4	4	0.384643944	2	2
ARP4_ORYSJ	0.038474153	5	5	0.464236476	2	2
ARP5_ARATH	0.904346632	1	1	0.746620889	1	1
ARP5_ORYSJ	0.297787821	5	5	0.318603515	3	3
ARP6_ORYSJ	0.222682514	3	3	0.859255231	1	1
ARP7_ORYSJ	0.930322458	1	1	0.347374984	3	3
ARP8_ORYSJ	0.202075419	9	9	0.169449322	9	9
ARP9_ORYSI	0.063150271	1	1	0.088734037	2	2
ARP9_ORYSJ	0.164832386	5	5	0.17675816	5	5
ARPC3_ARATH	0.390625231	2	2	0.456730831	2	2
ARPC4_ARATH	0.301531314	1	1	0.258051314	1	1
ARSA_METJA	0.647212058	1	1	0.353314047	3	3
ARSA_METTH	0.390870786	1	1	0.57944601	1	1
ARSB_DICDI	8.58E-05	22	22	0.614056887	17	17
ART1_ORYSJ	0.643336462	3	3	0.526075946	1	1
ART2_YEAST	0.880956653	1	1	0.91017259	1	1
ASA1_ORYSI	0.699556275	1	1	NA	NA	NA
ASA2_ORYSJ	0.303983309	2	2	0.608013972	2	2
ASB1_ORYSJ	0.255106583	4	4	0.48510541	2	2
ASCC1_MOUSE	0.849708969	1	1	0.505685468	3	3
ASCC2_HUMAN	0.546468792	1	1	NA	NA	NA
ASCL_SOLLC	0.843877272	2	2	NA	NA	NA
ASCL1_ORYSJ	0.492342381	2	2	0.510277045	4	4
ASCL3_ORYSJ	0.332742829	1	1	NA	NA	NA
ASD_ARATH	0.009556314	12	12	0.0010253	6	6
ASD1_ARATH	0.212791964	15	15	0.085041568	12	12
ASE1_ARATH	0.807153139	2	2	0.482315447	1	1
ASF1B_ARATH	0.580376221	2	2	NA	NA	NA
ASHH1_ARATH	0.304413443	5	5	0.791135384	1	1
ASHH2_ARATH	0.299087142	9	9	0.468891491	3	3
ASHH3_ARATH	0.500761316	2	2	0.000939522	3	3
ASHR3_ARATH	0.332771983	5	5	0.753811918	1	1
ASIL2_ARATH	0.070381908	9	9	0.189600806	7	7
ASK21_ARATH	0.177459376	8	8	0.639248293	3	3
ASK4_ARATH	0.290921323	5	5	0.615981723	3	3
ASNA_DROGR	0.471175991	1	1	1	1	1
ASNA_NEMVE	0.481946415	3	3	0.433622903	2	2
ASNS_ASPOF	0.124851977	2	2	0.386689975	2	2
ASNS_DICDI	0.065910425	4	4	0.125150629	6	6
ASNS_MAIZE	0.269997506	2	2	NA	NA	NA
ASNS_SANAU	0.155220081	2	2	6.20E-06	3	3
ASNS2_ORYSJ	0.323450025	2	2	0.739118769	1	1
ASO_CUCMA	0.470625786	1	1	0.902035198	1	1
ASP1_ORYSI	0.715205975	1	1	NA	NA	NA
ASP1_ORYSJ	0.016965208	14	14	0.179623536	5	5
ASPG1_ARATH	0.027027153	12	12	0.316397944	8	8
ASPG2_ARATH	0.562220044	2	2	0.20020004	2	2
ASPG3_ARATH	0.469470312	1	1	NA	NA	NA
ASPGB_ARATH	0.111257351	2	2	0.004777169	4	4
ASPL1_ARATH	0.347645349	5	5	0.186513961	4	4
ASPL2_ARATH	0.43506378	7	7	0.260078639	8	8
ASPR1_ORYSJ	0.519541364	4	4	0.09758271	8	8
ASPRX_ORYSJ	0.36695649	16	16	3.83E-10	16	16
ASR1_SOLLC	0.24166373	10	10	0.262994873	7	7
ASR3_ARATH	0.533140794	5	5	0.95902267	2	2
ASR3_SOLLC	0.46430779	2	2	0.39736177	2	2
ASSY_ARATH	0.336340467	3	3	0.516360725	3	3
ASTER_ARATH	0.072589727	5	5	0.325959686	3	3
AT101_ARATH	0.079831657	5	5	0.038504183	6	6
AT13A_ARATH	0.395822276	3	3	0.297749028	3	3
AT13B_ARATH	0.333100498	3	3	NA	NA	NA
AT18A_ARATH	0.191311659	3	3	0.862432385	1	1
AT18B_ARATH	0.266059234	2	2	0.556162729	3	3
AT18C_ARATH	0.335483881	2	2	0.149327381	2	2
AT18D_ARATH	0.130969162	2	2	0.264026987	3	3
AT18F_ARATH	0.567433964	1	1	0.749812389	2	2
AT18G_ARATH	0.434853996	4	4	0.372454701	4	4
AT18H_ARATH	0.631213576	2	2	0.825468951	2	2
AT74_ARATH	0.773457862	2	2	0.832502446	3	3
ATAD1_BOVIN	0.951233781	1	1	0.630582627	1	1
ATAD1_RAT	0.325266328	2	2	NA	NA	NA
ATAD3_CAEEL	0.294117581	1	1	0.436594906	2	2
ATAD5_HUMAN	1	1	1	NA	NA	NA
ATAD5_MOUSE	0.526247876	1	1	NA	NA	NA
ATB_ARATH	0.818481453	1	1	NA	NA	NA
ATCA1_ARATH	0.064163845	5	5	0.181046315	4	4
ATCA7_ARATH	1	1	1	NA	NA	NA
ATCA8_ARATH	0.755952073	1	1	0.393731286	1	1
ATD1A_DANRE	0.628657314	2	2	0.334387975	7	7
ATD1B_DANRE	0.195915977	1	1	NA	NA	NA
ATD3B_HUMAN	1	1	1	NA	NA	NA
ATD3B_XENLA	0.853628052	1	1	NA	NA	NA
ATE2_ARATH	0.551776277	1	1	0.173166446	2	2
ATESY_VITVI	0.483280505	1	1	0.010195496	1	1
ATG10_ARATH	0.335239942	3	3	0.832629625	1	1
ATG11_ARATH	0.220196298	9	9	0.264828853	6	6
ATG12_MEDTR	0.084850372	4	4	0.420194664	3	3
ATG16_ARATH	0.097933549	2	2	0.099079688	4	4
ATG1A_ARATH	0.415142139	2	2	0.073893209	3	3
ATG1B_ARATH	0.133315354	4	4	NA	NA	NA
ATG1C_ARATH	0.497109117	4	4	0.836404868	3	3
ATG1T_ARATH	1	1	1	NA	NA	NA
ATG2_ARATH	0.458431173	9	9	0.323096286	6	6
ATG3_ARATH	0.20038172	4	4	0.774706516	2	2
ATG4A_ORYSI	0.715617077	1	1	NA	NA	NA
ATG4B_ORYSI	0.6278766	2	2	0.34717605	2	2
ATG4B_ORYSJ	0.102449835	7	7	0.31330761	5	5
ATG5_ORYSI	0.657627671	1	1	NA	NA	NA
ATG5_ORYSJ	0.456105283	1	1	0.661170067	1	1
ATG7_ARATH	0.354404513	4	4	0.242844392	4	4
ATG8A_ORYSJ	0.747171751	4	4	0.594063284	2	2
ATG8C_ORYSJ	0.00955253	11	11	0.111673382	11	11
ATG8D_ORYSJ	0.176888029	3	3	0.206700713	2	2
ATG9_ARATH	0.163516976	5	5	0.301082765	6	6
ATI1_ARATH	0.20505337	6	6	0.127580245	6	6
ATK1_ARATH	0.40754398	3	3	NA	NA	NA
ATK4_ARATH	0.197849824	3	3	0.656139021	1	1
ATK5_ARATH	0.741063893	2	2	0.095502893	2	2
ATL36_ARATH	0.712620184	1	1	NA	NA	NA
ATL41_ARATH	0.976048302	1	1	0.844162454	1	1
ATL41_ORYSJ	0.006609347	4	4	0.292502597	2	2
ATL46_ARATH	0.764298909	2	2	0.421404261	3	3
ATL47_ARATH	0.956508056	1	1	NA	NA	NA
ATL48_ARATH	0.90516947	1	1	0.67838669	1	1
ATL5_ARATH	0.69189547	1	1	NA	NA	NA
ATL52_ARATH	0.652339294	3	3	NA	NA	NA
ATL53_ARATH	0.246985731	1	1	0.55252139	1	1
ATL59_ARATH	0.255406306	2	2	NA	NA	NA
ATL61_ORYSJ	0.968283315	1	1	0.94425208	1	1
ATL72_ARATH	0.328922924	4	4	0.414965371	3	3
ATL78_ARATH	0.344529335	1	1	NA	NA	NA
ATL8_ARATH	0.787561245	1	1	0.768683679	1	1
ATM_ARATH	0.257390963	6	6	0.634920452	4	4
ATOX1_ARATH	0.037867466	20	20	2.49E-06	13	13
ATP4_ARATH	0.721397846	2	2	0.478280373	2	2
ATP4_IPOBA	0.325987723	3	3	0.767022964	1	1
ATP5E_MAIZE	0.150584577	5	5	0.03727863	6	6
ATP5H_ARATH	0.458579926	2	2	0.731313385	3	3
ATP6_TOBAC	0.76781636	1	1	NA	NA	NA
ATP7_ARATH	0.078530899	3	3	0.004033109	4	4
ATP9_ARATH	0.769981945	1	1	NA	NA	NA
ATPA_SACHY	0.814866943	1	1	0.919199393	1	1
ATPAM_BETVU	0.191907387	1	1	NA	NA	NA
ATPAM_ORYSJ	1	1	1	NA	NA	NA
ATPB_HORVU	0.126938576	1	1	NA	NA	NA
ATPB_SACOF	0.778287421	2	2	0.851038915	1	1
ATPBM_MAIZE	0.489201324	4	4	0.77429566	2	2
ATPBM_ORYSJ	0.373536643	2	2	0.324558608	1	1
ATPD_CHLRE	0.44991882	4	4	0.307433963	4	4
ATPD_SORBI	0.211904628	4	4	0.112588389	8	8
ATPE_SORBI	1	1	1	0.888871977	1	1
ATPF_SORBI	0.511313303	2	2	1	1	1
ATPF1_HUMAN	0.411282947	1	1	0.551079355	1	1
ATPF2_HUMAN	0.271663837	3	3	0.395581596	1	1
ATPG_MAIZE	0.727769989	2	2	0.723180674	2	2
ATPG3_IPOBA	0.194527639	4	4	0.302962935	4	4
ATPH_ZYGCR	1	1	1	0.934055538	1	1
ATPI_SACOF	0.069211961	3	3	0.48082391	1	1
ATPO_IPOBA	0.494231083	2	2	0.201955567	4	4
ATPX_SPIOL	0.752428241	1	1	0.712318442	1	1
ATPZ_NOSS1	0.229688118	2	2	0.387667639	2	2
ATPZ_SYNP6	0.164839767	2	2	0.454129061	1	1
ATR_ORYSI	0.399401997	2	2	NA	NA	NA
ATX1_ARATH	0.758480247	2	2	0.445309413	2	2
ATX10_XENTR	0.680627197	1	1	NA	NA	NA
ATX2_ARATH	0.339193509	7	7	0.398840556	6	6
ATX3_ARATH	0.382657382	4	4	0.69919079	1	1
ATX3_ORYSJ	0.693376714	4	4	0.775056788	1	1
ATX4_ARATH	0.095004738	6	6	0.205784727	3	3
ATXR2_ARATH	0.087583141	5	5	0.528640888	2	2
ATXR3_ARATH	0.272348409	6	6	0.421750685	9	9
ATXR4_ARATH	0.850679003	2	2	0.262484736	2	2
ATXR7_ARATH	0.152889799	4	4	0.382584175	3	3
AUG1_ARATH	0.171510226	2	2	0.957092923	1	1
AUG3_ARATH	0.162061425	3	3	0.149002558	1	1
AUG4_ARATH	0.567204744	2	2	0.471626783	1	1
AUG6_ARATH	0.248820113	4	4	0.076610167	5	5
AUG7_ARATH	0.126521119	1	1	1	1	1
AUG8_ARATH	0.786104367	2	2	0.435267548	3	3
AUL1_ARATH	0.878630455	3	3	0.517398341	3	3
AUXI1_ARATH	0.952490262	1	1	0.343395423	2	2
AUXI2_ARATH	0.298776225	7	7	0.190516748	4	4
AVCO1_AVESA	0.064158601	2	2	NA	NA	NA
AVP_HORVU	0.134680364	2	2	0.146615561	2	2
AVP_VIGRR	0.234693749	8	8	0.069224091	8	8
AVP1_ARATH	0.332712792	3	3	0.114863701	10	10
AVP2_ARATH	0.953597139	1	1	0.021808654	2	2
AVPX_ARATH	0.355746255	11	11	0.324662328	5	5
AVT1_YEAST	0.377046204	4	4	0.054880867	5	5
AXEP_POPTR	0.265892911	3	3	0.33373207	2	2
AXS_ORYSJ	0.1062742	2	2	NA	NA	NA
AZG1_ARATH	0.135056094	4	4	0.743711446	1	1
B120_ARATH	0.002187115	12	12	0.055851604	14	14
B2_DAUCA	0.00041152	26	26	0.172123562	18	18
B3GT2_ARATH	0.044503122	10	10	0.011457448	5	5
B3GT3_ARATH	0.704927917	1	1	0.000200379	4	4
B3GT4_ARATH	0.364169735	1	1	NA	NA	NA
B3GT6_ARATH	0.628355539	1	1	NA	NA	NA
B3GT7_ARATH	0.429286019	1	1	NA	NA	NA
B3GTA_ARATH	0.638644052	2	2	0.594367618	3	3
B3GTB_ARATH	0.102284987	2	2	0.341046538	3	3
B3GTC_ARATH	0.374239227	3	3	NA	NA	NA
B3GTE_ARATH	0.493002121	2	2	0.550223157	3	3
B3GTF_ARATH	0.427044158	2	2	0.690909453	2	2
B3GTG_ARATH	0.390484882	2	2	0.58123617	4	4
B3GTI_ARATH	0.835871943	1	1	0.596541491	2	2
